시설용량,생물학적,고도,유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,생물학적 방류량,고도 방류량,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),목표수질(BOD)_0,목표수질(BOD)_1,목표수질(BOD)_2,재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도_0,시도_1,시도_2,시도_3,시도_4,운영주체_0,운영주체_1,지역구분_0,지역구분_1,지역구분_2,수계_0,수계_1,수계_2,준공일_day,가동개시일_day,방류수소독방법_염소,방류수소독방법_자외선,방류수소독방법_오존,방류수소독방법_기타,처리효율
30,0,30,25.1,0,25.1,25.1,0,25.1,124.9,9.1,107.8,5.1,21.942,12.686,2.573,1.008,300000,284,3,0,0,0,0,500,0,0,1,0,7.4,32484,0,1.624,2.2,3,0,0,1,1,1,0,1,0,1,0,1,0,1,1,4829,4829,1,1,1,1,96.4
5000,0,5000,4379.5,0,4379.5,4308.4,0,4308.4,155.7,10.6,243.1,2.2,57.921,5.297,6.77,0.482,277959,10,797.6,0,0,0,0,26359,0,0,1,0,595.4,2599889,0,0.757,2307,8,0,0,0,1,1,1,1,0,0,1,0,0,1,0,3030,3029,0,1,0,0,99.3
30,0,30,21.3,0,21.3,21.3,0,21.3,89.7,22.9,105.2,6.1,27.122,17.203,4.682,1.656,82128,267,1.9,0,0,0,0,1053,0,1,1,0,6.6,28736,0,1.693,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1981,1981,1,1,1,1,93.8
25,0,25,8.6,0,8.6,8.6,0,8.6,82.4,7.6,157.5,4.5,30.576,11.036,3.303,1.312,17813,49,1.2,0,0,0,0,345,1,0,1,0,4.8,20832,0,3.05,28.7,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,4059,4059,1,1,1,1,97.7
50,0,50,28.1,0,28.1,28.1,0,28.1,63,4.3,132.4,1.6,26.61,6.031,4.156,0.709,195547,379,2.5,0,0,0,0,394,1,0,1,0,3.4,14671,0,0.655,7.3,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,3348,3348,1,1,1,1,97.7
15,0,15,10,0,10,10,0,10,82.8,12.4,88.6,4,50.538,12.931,6.481,1.026,195500,170,0.9,0,0,0,0,100,0,0,1,0,0.5,2254,0,0.283,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,6088,6088,1,1,1,1,95
50,0,50,58.4,0,58.4,58.4,0,58.4,49.7,4.9,110.1,0.7,26.8,4.27,2.554,0.567,129192,9,4.8,0,0,0,0,2116,1,0,1,0,12.4,54034,0,1.161,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,3774,3774,1,1,1,1,99.1
250,0,250,162.2,0,162.2,162.2,0,162.2,159.6,18,194.3,6.7,55.852,10.24,5.558,1.511,664000,166,48.6,0,0,0,0,0,0,1,1,0,6.7,29297,0,0.542,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1259,143,1,1,1,1,98.4
40,0,40,20.7,0,20.7,20.7,0,20.7,52.6,4.3,97.3,0.9,27.163,5.329,3.963,0.702,139042,161,1.6,0,0,0,0,340,1,0,1,0,1.4,6094,0,0.37,7.3,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,4993,4993,1,1,1,1,97.2
30,0,30,27.4,0,27.4,27.4,0,27.4,63.2,9.7,82.3,4,22.117,10.218,3.25,0.704,40654,71,2,0,0,0,0,308,0,1,1,0,1.5,6666,0,0.305,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,8675,8675,1,1,1,1,94.1
45,0,45,33,33,0,32.2,32.2,0,86.5,11.6,150.7,4.5,45.84,10.255,4.491,0.869,88167,53,5.8,0,0,0,0,478,1,0,0,32.2,5.3,15867,1.7,1.191,28,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3379,3379,1,1,1,1,98.4
250,0,250,162.3,0,162.3,162.3,0,162.3,50.1,10,93.4,5.4,33.005,11.079,4.318,0.852,10284,68,10.3,0,0,0,0,5099,0,1,1,0,16.7,72770,0,0.563,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1101,1101,1,1,1,1,92
25,0,25,19.9,0,19.9,19.9,0,19.9,60.2,8.7,152,4.4,38.599,10.226,6.373,2.213,44583,74,1.2,0,0,0,0,559,1,0,1,0,4.5,19452,0,1.228,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,4048,4048,1,1,1,1,93
70,0,70,17.9,0,17.9,17.9,0,17.9,63.7,7.8,52.9,4.7,31.705,15.33,3.478,1.246,63025,132,1.6,0,0,0,0,1241,0,1,0,0,1.9,8138,0,0.572,19.2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,4384,4384,0,1,1,1,97.4
60,0,60,24.8,0,24.8,24.8,0,24.8,57.8,9.6,87.7,7,23.857,14.258,3.055,1.356,31072,117,1.1,0,0,0,0,1797,1,0,1,0,4.4,19106,0,0.967,39,4,0,0,1,0,0,1,1,1,1,0,0,0,0,1,4717,4717,1,1,1,1,91.6
60,0,60,32.5,0,32.5,32.5,0,32.5,59.6,3.5,166.1,1.2,27.045,5.93,3.536,0.64,200981,180,2.8,0,0,0,0,170,1,0,1,0,5.2,22571,0,0.873,7.3,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,6088,6088,1,1,1,1,97.9
35,0,35,31.4,0,31.4,31.4,0,31.4,100.8,19.7,81.8,7.1,17.216,12.594,3.999,1.388,60500,215,2.4,0,0,0,0,394,0,1,1,0,3.2,13804,0,0.551,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,5547,5547,1,1,1,1,91.7
30,0,30,24.1,0,24.1,24.1,0,24.1,95,8.1,113.1,4.4,23.593,17.073,2.688,1.759,300000,341,3.2,0,0,0,0,180,0,0,1,0,2.5,10831,0,0.564,2.2,3,0,0,1,1,1,0,1,0,1,0,1,0,1,1,7872,7872,1,1,1,1,96.9
50,0,50,42.1,0,42.1,42.1,0,42.1,125.4,10.9,202.7,6.7,48.52,13.299,5.852,1.24,219615,217,7.9,0,0,0,0,0,0,1,1,0,7.1,30869,0,0.92,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,5174,5174,1,1,1,1,96.7
15,0,15,7.1,0,7.1,7.1,0,7.1,23.8,3.3,32,1.2,19.723,6.745,1.947,0.61,14413,74,0.2,0,0,0,0,172,1,0,1,0,0.6,2632,0,0.467,2.3,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6178,6178,1,1,1,1,94.9
20,0,20,16.1,0,16.1,16.1,0,16.1,67.2,5.6,111,2.8,37.482,18.034,3.862,1.766,95000,71,2.5,0,0,0,0,380,0,1,0,0,0.4,1862,0,0.145,16,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1834,1617,1,1,1,1,98.4
30000,0,30000,35843.2,0,35843.2,37066.8,0,37066.8,26.7,5.1,60.1,4.6,13.656,6.363,1.238,0.098,13714,255,1724.9,46.2,7.1,105.1,0,32640,1,0,1,0,517,2257564,0,0.076,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,8252,8473,0,1,0,0,92.9
50,0,50,48.1,0,48.1,48.2,0,48.2,55.2,8.8,75.4,2.9,440.893,12.706,2.01,1.664,141090,236,3,0,0,0,0,2488,1,0,1,0,3.8,16585,0,0.431,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1583,1584,1,1,1,1,96.9
50,0,50,40.6,0,40.6,40.6,0,40.6,76.9,10.5,134.1,8.1,24.26,9.769,3.303,0.958,56589,1412,3.9,0,0,0,0,181,0,1,0,0,10.1,44061,0,1.419,42,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4102,4102,1,1,1,1,92
40000,0,40000,36881.8,0,36881.8,36428.8,0,36428.8,131.1,12.9,226,5.9,65.418,9.036,6.713,0.348,231175,82,8761.3,0,0,0,0,94797,0,0,1,0,2131.3,9307080,0,0.321,5427,18,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4700,4699,0,1,0,0,98
80,0,80,63.9,0,63.9,63.9,0,63.9,98.7,6.3,312.4,4.6,36.445,10.511,4.533,0.436,194916,162,13.4,0,0,0,0,3061,0,1,1,0,7.5,32909,0,0.65,11.5,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2347,2324,1,1,1,1,98.1
25,0,25,12.5,0,12.5,12.5,0,12.5,91,20,113.5,6.9,28.524,22.056,2.66,2.066,46667,466,1.2,0,0,0,0,298,1,0,1,0,8.1,35513,0,3.557,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,7304,6025,1,1,1,1,92.8
48,0,48,63.2,63.2,0,63.2,63.2,0,112.7,13.5,163.3,5.8,48.508,19.501,4.652,1.997,128542,53,7.3,0,0,0,0,2225,0,1,1,0,7.8,34022,0,0.675,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,4443,4443,1,1,1,1,95.6
250,0,250,237.8,0,237.8,237.8,0,237.8,138.6,8.8,150,2.9,41.666,10.128,5.128,0.883,104208,71,38.6,0,0,0,0,1403,1,0,1,0,9.3,40760,0,0.215,65,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,5469,5469,1,1,1,1,98.5
50,0,50,48.3,0,48.3,45.5,0,45.5,72.2,8.6,135.8,3.5,29.09,10.165,3.636,1.135,139615,12,3.7,0,0,0,0,954,1,0,1,0,10.3,45047,0,1.242,35.6,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,5278,5263,1,1,1,1,97.2
120,0,120,89.6,0,89.6,89.6,0,89.6,74.8,10.7,112,6.8,32.545,14.17,4.321,1.374,164038,768,10.8,0,0,0,0,3741,1,0,0,0,10.3,44766,0,0.627,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4279,4279,1,1,1,1,96.8
100,0,100,77.3,0,77.3,76.3,0,76.3,81.8,11.4,105.2,4.7,40.502,13.777,4.391,1.159,127717,152,9.5,0,0,0,0,1607,1,0,1,0,5.7,25083,0,0.412,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,9569,9569,1,1,1,1,96.9
30,0,30,35.8,0,35.8,35.8,0,35.8,61.5,8.3,128.5,4.9,27.68,12.267,2.909,1.042,29083,0,2.8,0,0,0,0,1000,0,1,1,0,5,21687,0,0.76,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,5388,5388,1,1,1,1,98.2
34,0,34,1,1,0,1,1,0,64.4,6.8,103.8,4.2,29.03,12.39,2.044,0.803,33667,23,0.1,0,0,0,0,167,0,0,1,0,0,0,0,0,8.6,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,4596,4596,1,1,1,1,98.1
10000,10000,0,7062.3,7062.3,0,6856.7,6856.7,0,56.2,9.1,93.3,4.7,13.943,8.063,2.745,0.061,75255,30,563.1,0,0,0,0,27332,1,0,0,8.2,478.3,1918341,39,0.351,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,7044,7044,0,1,0,0,95.6
400,0,400,235.7,235.7,0,235.7,235.7,0,108.2,12.7,101.9,5.3,31.968,14.156,4.419,1.522,31702,49,30.9,0,0,0,0,9631,0,1,1,0,17.7,77205,0,0.411,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,3954,3954,1,1,1,1,96.3
110,0,110,74.8,0,74.8,74.8,0,74.8,90.4,11.1,142.6,6.1,37.805,15.72,4.465,1.614,176000,486,9.7,0,0,0,0,530,0,1,1,0,7,30449,0,0.511,17,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,6306,6306,1,1,1,1,95.5
70,0,70,56.1,0,56.1,56.1,0,56.1,121,7.9,214.2,2.8,48.811,8.064,5.053,0.387,214808,14,11.3,0,0,0,0,1100,0,1,0,0,7.4,32496,0,0.728,23.9,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,4066,4066,1,1,1,1,98.6
60,0,60,52.9,0,52.9,52.9,0,52.9,75.1,7.7,116.7,4.7,26.075,11.107,3.19,1.249,180604,62,5.5,0,0,0,0,1196,0,1,1,0,8.8,38273,0,0.908,17,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,8672,8672,1,1,1,1,96.8
200,0,200,99.2,0,99.2,97.5,0,97.5,59.8,5.2,65.9,2.4,25.346,7.909,2.699,0.307,70532,12,6.8,0,0,0,0,976,1,0,1,0,20.3,88576,0,1.147,38.6,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,6014,6014,1,1,1,1,98.8
40,0,40,26.9,0,26.9,26.9,0,26.9,80,8,140.3,4.1,38.045,14.81,3.731,1.356,78583,48,3.5,0,0,0,0,0,1,0,1,0,10.5,45645,0,2.128,9,6,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3288,3288,1,1,1,1,97.6
300,0,300,189.4,0,189.4,189.4,0,189.4,82.6,6.3,165.6,4.8,58.242,9.203,5.788,0.905,6898,47,30.2,0,0,0,0,690,0,0,1,0,4.5,19641,0,0.13,161.8,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4037,4037,1,1,1,1,97.2
180,0,180,191.2,0,191.2,191.2,0,191.2,118.2,12.3,178.9,5.8,50.842,14.948,5.102,1.416,138547,0,23.3,0,0,0,0,361,0,1,1,0,16.5,71977,0,0.473,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,2010,1702,1,1,1,1,95.9
45,0,45,32.8,0,32.8,32.8,0,32.8,56.2,11.7,71.4,3.9,28.103,11.49,3.688,0.864,35792,47,2.5,0,0,0,0,1552,0,1,1,0,2.5,11020,0,0.421,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,3836,3836,1,1,1,1,94.5
9,0,9,0,0,0,7.8,7.8,0,82.4,7.6,111.3,3.7,37.746,5.437,3.387,1.062,117250,134,0,0,0,0,0,0,1,0,1,0,2.1,9107,0,1.463,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,3426,2379,1,1,1,1,98.9
40,0,40,26.5,26.5,0,26.5,26.5,0,60.4,10.3,99,3.8,51.098,11.745,4.893,1.151,34217,89,2.9,0,0,0,0,400,0,1,1,0,4.6,19941,0,0.944,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,8314,8314,1,1,1,1,97.1
130000,0,130000,119363.5,0,119363.5,117272.2,0,117272.2,108.8,12.5,131.4,4.9,34.289,10.004,3.83,0.327,0,149,19657,48.1,30.9,137.2,90.1,139348,1,0,1,4.7,4852.8,20199573,227.1,0.216,3147.5,34,0,0,1,1,1,0,1,0,0,1,0,1,0,1,3386,3386,0,1,0,0,97.1
28,8,20,36.9,0,36.9,36.9,0,36.9,119,5.3,140,1.9,30.795,4.791,2.648,1.329,87250,16,4.9,0,0,0,0,1156,1,0,1,0,4.6,20190,0,0.687,8,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,7000,7000,0,1,0,0,98.5
16,0,16,16,0,16,16,0,16,77.1,5.8,96.9,4.6,33.675,18.69,4.1,2.047,37449,28,1.3,0,0,0,0,49,1,0,1,0,0.1,293,0,0.023,18,5,0,0,1,0,0,1,1,1,1,0,1,0,0,1,7313,7313,1,0,1,1,94.6
5000,0,5000,2412.5,0,2412.5,2164.9,0,2164.9,53.9,6.5,167.5,1.7,34.648,7.397,3.626,0.547,190820,27,354.1,0,0,0,0,19375,1,0,0,0,151.1,659820,0,0.383,791,11,0,0,1,1,1,1,1,0,0,1,0,0,1,0,6499,6498,0,1,0,0,99.1
200,0,200,81,0,81,81,0,81,115.3,12,193,5.4,54.131,12.336,5.624,1.177,104830,9,15.2,0,0,0,0,852,1,0,0,0,39.1,170837,0,2.647,67.8,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4851,4851,1,1,1,1,97.3
40,0,40,34.4,0,34.4,34.4,0,34.4,148,9.7,221.3,2.9,44.675,20.752,4.865,1.827,72583,34,5.9,0,0,0,0,441,1,0,0,0,7,30678,0,1.119,30,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,6191,6191,1,1,1,0,98.5
1500,0,1500,1010.3,0,1010.3,875.2,0,875.2,63.9,6.5,65.7,1.3,31.903,8.469,3.293,0.155,46843,90,112.7,0,0,0,109,16199,0,1,1,0,92.4,403460,0,0.579,494.3,10,0,0,1,1,0,0,1,1,0,1,0,1,0,0,4798,4748,0,1,0,0,98.3
35,0,35,79.2,0,79.2,79.2,0,79.2,55.1,9.5,63.5,4.9,32.909,12.623,4.238,1.842,78583,96,5.5,0,0,0,0,445,0,0,1,0,3.1,13529,0,0.215,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,6057,6057,1,1,1,1,92.6
20,0,20,15.8,0,15.8,15.8,0,15.8,60.1,10.4,54.5,1.3,40.982,19.377,4.822,1.841,129175,80,1.3,0,0,0,0,200,0,1,1,0,7.2,31410,0,2.5,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,5205,5205,1,1,1,1,95
100,0,100,76.3,76.3,0,76.3,76.3,0,70.3,14.6,78.6,5.2,34.517,14.224,4.177,1.468,35720,52,8,0,0,0,0,390,0,1,1,0,4,17620,0,0.29,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,6778,6778,1,1,1,1,95.3
30,0,30,45.9,45.9,0,45.9,45.9,0,90.9,11.4,124.2,5.7,30.535,11.354,3.721,0.953,65698,569,3.5,0,0,0,0,1331,0,1,1,0,6.3,27416,0,0.751,6.4,10,0,0,1,1,0,0,1,1,1,0,1,1,0,0,3708,3708,1,1,1,1,94.9
30,0,30,23.3,0,23.3,23.3,0,23.3,59.9,10.2,92.3,4.4,21.302,11.16,3.398,0.854,41625,46,1.8,0,0,0,0,599,0,1,1,0,9.5,41321,0,2.228,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,6057,6057,1,1,1,1,95.1
11000,0,11000,2657.6,0,2657.6,2477.4,0,2477.4,99.8,9.3,133.6,2.2,56.187,4.529,5.206,0.778,169669,157,434.1,0,0,0,0,16260,0,1,1,0,202.1,882441,0,0.447,536,8,0,0,1,1,0,0,1,0,0,1,0,1,0,0,5821,5820,0,1,0,0,98.4
80,0,80,62.9,0,62.9,62.9,0,62.9,44.9,9.4,74.2,4.8,35.738,11.921,3.566,1.138,74377,65,3.3,0,0,0,0,765.2,0,1,1,0,6.8,29845,0,0.595,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,3683,3657,1,1,1,1,92.5
50,0,50,17.2,0,17.2,17.2,0,17.2,81,8.1,136.9,4.3,44.276,10.344,4.198,1.151,79340,71,2.4,0,0,0,0,1156,0,1,1,0,3.1,13588,0,0.994,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4006,4006,1,1,1,1,96.9
470,0,470,295.2,0,295.2,295.2,0,295.2,64.7,7,170.8,7,22.835,9.131,2.544,1.003,142170,52,27.3,0,0,0,0,5279,0,1,1,0,46.2,201584,0,0.857,17,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,6225,6225,1,0,1,1,97.8
190,0,190,177.8,0,177.8,177.8,0,177.8,106.6,8.7,197.7,2.8,48.31,8.802,5.435,0.748,125104,9,36.4,0,0,0,0,18086,0,0,1,0,22.2,97052,0,0.685,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,710,647,1,1,1,1,98.7
50,0,50,25.3,0,25.3,25.3,0,25.3,68.7,4,127.9,2.2,44.879,10.814,4.513,0.856,92759,11,2.6,0,0,0,0,959,0,1,1,0,13.6,59526,0,2.955,7.4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,8431,8340,1,1,1,1,99
150,0,150,80.5,80.5,0,80.5,80.5,0,73.2,12.5,80.7,5.4,34.958,13.642,4.202,1.355,27730,51,8.9,0,0,0,0,1257,0,1,1,0,16.5,72121,0,1.124,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,4910,4910,1,1,1,1,95.7
69,0,69,39.2,0,39.2,39.2,0,39.2,148.7,8.5,167.3,2.6,52.208,8.944,5.699,0.873,192500,183,5.8,0,0,0,0,370,0,1,1,0,8.4,36466,0,1.169,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3300,3300,1,1,1,1,98
70,0,70,64.9,0,64.9,64.9,0,64.9,114.2,6.2,140.4,1.6,41.761,7.236,4.225,0.564,146415,135,7.6,0,0,0,0,1130,0,1,1,0,15.1,66110,0,1.279,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4006,4006,1,1,1,1,98.4
75,0,75,64.9,0,64.9,64.9,0,64.9,72,7.8,75.4,6.2,37.414,9.976,4.084,1.432,134689,349,6.6,0,0,0,0,3306,0,1,0,0,8,35127,0,0.679,17.5,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1311,1142,1,1,1,1,97.9
150,0,150,116.2,0,116.2,104.3,0,104.3,112.9,24.9,223.5,7.1,59.82,12.782,5.491,1.264,335528,542,16.1,0,0,0,0,4085,0,1,1,0,20.1,87850,0,1.057,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,3562,3562,1,1,1,1,95.3
32,0,32,24.3,24.3,0,24,24,0,55.6,18.2,82.2,7.4,46.915,22.005,4.336,1.8,54667,133,2,0,0,0,0,112,0,0,1,0,0.7,3195,0,0.322,19.9,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,8431,8431,1,1,1,1,91.4
460,0,460,380.5,380.5,0,380.5,380.5,0,58.9,11.6,72.4,3.4,45.472,11.626,4.491,1.045,34344,51,39.2,0,0,0,0,1185,0,1,1,0,25.7,112290,0,0.37,340.3,6,0,0,1,0,1,0,1,0,1,0,0,0,0,1,6941,6941,1,1,1,1,97
500,0,500,524.5,0,524.5,490.4,0,490.4,122.8,6.9,169.5,2.2,42.324,3.642,4.318,0.037,505893,51,116.7,0,0,0,0,2881,1,0,0,0,71.1,310450,0,0.795,281,3,0,0,1,0,0,1,1,1,1,1,0,0,0,1,10288,10272,0,1,0,0,99.5
220,0,220,181.3,0,181.3,181.3,0,181.3,115.8,8.6,202.9,1.9,35.928,8.481,4.22,0.733,226106,60,28,0,0,0,0,5462,0,1,1,0,7.1,30985,0,0.215,80,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3088,4201,1,1,1,1,98
120,0,120,27.3,0,27.3,27.3,0,27.3,152.2,8.9,288.9,3.1,41.415,9.109,4.906,0.277,276635,26,4.3,0,0,0,0,275,0,1,1,0,14.7,64285,0,2.953,53,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,6941,6941,0,0,1,1,97.7
100,0,100,100,100,0,100,100,0,62.3,12.3,98.2,3.9,47.539,12.612,4.724,1.115,23742,84,11.7,0,0,0,0,313,0,1,1,0,3.8,16631,0,0.209,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,6732,6732,1,1,1,1,96.9
300,0,300,251,0,251,246.5,0,246.5,102.1,11.5,170.9,4.7,39.538,11.985,5.113,0.77,131686,816,39.1,0,0,0,0,8438,0,1,1,0,14.1,61356,0,0.312,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1665,1655,1,1,1,1,96.4
180,0,180,106.6,0,106.6,106.6,0,106.6,77.5,8.2,131.8,2.9,30.991,9.991,3.482,1.091,86925,52,12.3,0,0,0,0,2356,0,1,1,0,9.4,41146,0,0.484,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,5239,7435,1,1,1,1,96.6
39,0,39,27.5,0,27.5,27.5,0,27.5,117.3,5.2,216.8,0.4,43.823,20.647,5.796,0.463,149167,17,4.5,0,0,0,0,85,1,0,0,0,10.2,44601,0,2.037,31,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,7629,7629,1,1,1,0,99.8
50,0,50,39.7,39.7,0,39.7,39.7,0,71.2,15,84.9,7.4,43.996,12.088,3.827,0.987,49442,428,3.3,0,0,0,0,0,1,0,1,0,3.9,17011,0,0.538,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,2921,2921,1,1,1,1,91.5
12,0,12,12,12,0,12,12,0,70.3,10,114.6,7.8,29.927,15.681,2.803,1.499,16004,668,1.3,0,0,0,0,122,1,0,0,0,0.6,2736,0,0.286,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5753,5753,1,1,1,1,94
70,0,70,48,0,48,48,0,48,79.9,12.8,77.5,2.9,24.162,10.549,4.567,1.292,38310,147,7.2,0,0,0,0,219,1,0,1,0,6.7,29040,0,0.759,6.5,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,2570,2570,1,1,1,1,97.9
35,0,35,8.1,0,8.1,8.1,0,8.1,88.5,7,190.5,2.1,41.4,6.757,4.357,0.518,114788,10,1.4,0,0,0,0,110,0,0,1,0,4.2,18140,0,2.814,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,5235,5235,1,1,1,1,98.1
60,0,60,53,0,53,40,0,40,142.7,10.2,195.2,5.4,42.084,16.154,4.949,1.333,172000,68,14.7,0,0,0,0,5716,1,0,0,0,0.8,3392,0,1.257,59.4,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,42,28,1,1,1,1,98
500,0,500,328.7,0,328.7,328.7,0,328.7,147.8,9.3,127.7,5.2,47.039,8.855,5.428,0.928,45891,21,59,0,0,0,0,9378,0,1,0,0,58.4,255172,0,0.974,877,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3380,3278,0,1,0,0,97.3
1000,0,1000,806.2,0,806.2,765.9,0,765.9,93.1,5.6,159.8,2.3,43.544,5.489,4.381,0.039,179264,6,217.4,0,0,0,0,9059,1,0,1,0,162.8,710967,0,1.165,0,2,0,0,1,0,1,0,1,0,0,1,1,0,0,1,4608,5127,1,1,0,1,99.7
190,0,190,195,0,195,195,0,195,104,10.7,154.2,3,38.371,8.435,4.903,1.293,83923,164,48.7,0,0,0,0,4886,0,1,1,0,21.6,94422,0,0.608,73.9,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,3384,3216,1,1,1,1,98
1300,0,1300,982.4,0,982.4,943.9,0,943.9,107.5,7.3,198.9,0.7,45.021,7.478,4.84,0.052,196344,8,191.8,0,0,0,0,42400,0,1,0,25.2,111.3,363113,28.1,0.483,528.4,6,0,1,0,0,0,0,1,1,0,1,1,0,1,0,4810,4809,0,1,0,0,99.6
55,0,55,46.9,0,46.9,46.9,0,46.9,114.7,8.6,238.6,5.3,44.912,11.249,4.443,0.829,80846,26,10.4,0,0,0,0,297,0,1,1,0,4.8,21001,0,0.562,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,4779,4779,1,1,1,1,98.5
400,0,400,308.6,0,308.6,308.6,0,308.6,72.9,4.9,145,2.4,33.963,7.446,3.594,0.241,35942,0,29,0,0,0,0,18738,0,1,1,0,31.1,135595,0,0.552,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,4809,4809,1,1,1,1,98.8
10,0,10,4.9,4.9,0,4.9,4.9,0,24.7,7.3,30.8,1.8,32.558,19.642,3.819,2.142,4552,8,0.2,0,0,0,0,0,1,0,1,0,1.8,8000,0,2.041,9.1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,4382,4382,1,1,1,1,95.2
46,0,46,32.1,0,32.1,32.1,0,32.1,72,12.1,62.9,4.1,29.913,8.665,5.989,1.234,14967,138,4.1,0,0,0,0,370,1,0,1,0,9.4,41104,0,1.605,6.5,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,5599,5599,1,1,1,1,96.6
