시설용량,물리적,생물학적,고도,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입 BOD,방류 BOD,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리효율,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),방류수 소독방법,목표수질(BOD),재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도,구군,시설명,소재지,처리방법,적용신기술,중심처리시설,운영주체,명칭,지역구분,세부단위 구역,지류,수계,준공일_day,가동개시일_day
190,0,0,190,143.8,0,0.0,143.8,143.8,0,0.0,143.8,222.1,3.8,109.3,13.7,171.6,5.0,33.534,9.963,4.624,1.081,65849,1091,98.3,31.4,0.0,0.0,0.0,0.0,4750.0,염소 자외선 오존 기타,Ⅳ,0.0,21.1,92283.0,0.0,0.805,25.2,1,0,경상남도,창원시,내서신목 소규모,경상남도 창원시 마산회원구 내서읍 신감리 899번지 ,HBR-II,0,0,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,광려천,낙동강,667,513
170,0,0,170,170.3,0,0.0,170.3,170.3,0,0.0,170.3,228.7,4.3,111.7,16.8,190.4,5.8,87.76899999999999,17.052,23.392,1.399,68981,1195,98.1,38.2,0.0,0.0,0.0,0.0,7188.0,염소 자외선 오존 기타,Ⅳ,0.0,2.8,12427.0,0.0,0.092,22.6,1,0,경상남도,창원시,진전 소규모,마산합포구 진전면 남해안대로 4542(오서리) ,SNR,0,0,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,진전천,낙동강,2633,2619
100,0,0,100,115.5,0,0.0,115.5,115.5,0,0.0,115.5,198.5,3.4,96.4,11.0,163.7,4.9,41.225,11.431,4.82,1.14,66887,1165,98.3,22.5,0.0,0.0,0.0,0.0,2297.0,염소 자외선 오존 기타,Ⅳ,0.0,1.0,4387.0,0.0,0.048,13.3,1,0,경상남도,창원시,"감천,신감소규모",마산합포구 내서읍 광려로 237(감천리) ,SNR,0,0,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,광려천,낙동강,3621,3621
100,0,0,100,110.4,0,0.0,110.4,110.4,0,0.0,110.4,201.9,4.2,98.3,16.3,178.4,5.8,32.372,14.210999999999999,5.034,1.452,66774,1151,97.9,21.8,0.0,0.0,0.0,0.0,1434.0,염소 자외선 오존 기타,Ⅳ,0.0,13.9,60856.0,0.0,0.6920000000000001,13.3,1,0,경상남도,창원시,원전소규모,마산합포구 구산면 이순신로 701(심리) ,YM접촉산화,0,0,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,광려천,낙동강,3621,3621
70,0,0,70,59.5,0,0.0,59.5,59.5,0,0.0,59.5,203.4,3.9,98.6,14.3,177.4,5.3,36.542,10.335999999999999,4.79,1.296,67868,1153,98.1,11.9,0.0,0.0,0.0,0.0,2765.0,염소 자외선 오존 기타,Ⅳ,0.0,3.7,15945.0,0.0,0.336,9.3,1,0,경상남도,창원시,"곡안,봉곡소규모",마산합포구 진전면 오서곡안로 58-27(곡안리) ,JASSFR,0,0,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,진전천,낙동강,2193,2185
40,0,0,40,11.1,0,0.0,11.1,11.1,0,0.0,11.1,258.1,8.2,115.4,11.7,166.8,9.1,44.11,13.89,4.296,2.27,76167,479,96.8,2.8,0.0,0.0,0.0,0.0,533.0,염소 자외선 오존 기타,Ⅳ,0.0,2.9,12684.0,0.0,1.6280000000000001,3379.0,26,0,경상남도,창원시,우도,진해구 우도로 68(명동) ,H-SBR,0,0,민간(대행),낙동강남해,50톤 미만,남해동부,낙동강,낙동강,2501,1674
190000,0,0,190000,129699.5,0,0.0,129699.5,129632.2,0,0.0,129632.2,136.7,2.4,93.2,7.0,143.6,1.0,34.054,10.38,3.557,0.071,276732,48,98.2,17410.8,100.3,0.0,192.2,5223.1,198173.0,자외선 ,Ⅳ,19.6,5870.4,20618028.0,1148.9,0.2,0.0,0,0,경상남도,진주시,진주,경상남도 진주시 남강로 1607 (초전동) ,CNR,CNR,0,자체,낙동강남해,500톤 이상(Ⅱ지역),남해동부,남강,낙동강,9863,9741
7100,0,0,7100,3996.4,0,0.0,3996.4,3836.7,0,0.0,3836.7,135.1,0.8,86.6,7.1,103.4,1.7,21.42,6.715,2.4819999999999998,0.031,263841,16,99.4,536.7,0.0,0.0,0.0,0.0,60608.0,자외선 ,Ⅰb,0.0,424.5,1853784.0,0.0,0.606,0.0,0,0,경상남도,진주시,문산,경상남도 진주시 문산읍 소문리 1842 ,MS-BNR,0,0,자체,남강,500톤 이상(Ⅱ지역),서부경남,영천강,낙동강,8012,8004
2400,0,0,2400,1351.8,0,0.0,1351.8,1089.4,0,0.0,1089.4,45.5,0.6,101.3,3.9,327.3,1.8,9.783,7.507000000000001,0.98,0.040999999999999995,10915,14,98.7,60.7,0.0,0.0,0.0,0.0,22889.0,자외선 ,Ⅳ,0.0,176.1,768843.0,0.0,0.8859999999999999,0.0,0,0,경상남도,진주시,사봉,경상남도 진주시 일반성면 운천리 335-1 ,"표준활성슬러지법,MS-BNR",0,0,자체,낙동강남해,500톤 이상(Ⅱ지역),남해동부,반성천,낙동강,7971,7947
1900,0,0,1900,1987.9,0,0.0,1987.9,1691.6,0,0.0,1691.6,122.6,1.0,89.8,6.0,124.6,4.1,15.42,3.8560000000000003,1.425,0.047,67997,20,99.2,241.8,0.0,0.0,0.0,0.0,13497.0,자외선 ,Ⅰb,0.0,201.0,877819.0,0.0,0.6509999999999999,0.0,0,0,경상남도,진주시,대곡,경상남도 진주시 대곡면 가정리 94 ,MS-BNR,0,0,자체,남강,500톤 이상(Ⅱ지역),서부경남,대곡천,낙동강,4762,4688
900,0,0,900,538.7,0,0.0,538.7,503.8,0,0.0,503.8,136.3,1.6,98.4,7.6,157.8,3.3,25.779,5.334,4.416,0.076,269205,15,98.8,72.5,0.0,0.0,0.0,0.0,444.0,염소 자외선 오존 기타,Ⅳ,0.0,85.3,372422.0,0.0,0.9279999999999999,638.0,11,0,경상남도,진주시,진성,경상남도 진주시 진성면 진마대로 1463-49 (동산리) 진성 공공하수처리시설,ESSA,0,0,민간(대행),낙동강남해,500톤 이상(Ⅱ지역),남해동부,중촌천,낙동강,1370,1370
350,0,0,350,275.8,0,0.0,275.8,275.8,0,0.0,275.8,110.4,2.8,71.8,6.1,88.8,3.6,31.253,12.459000000000001,3.989,0.9329999999999999,72000,31,97.5,29.7,0.0,0.0,0.0,0.0,3988.0,염소 자외선 오존 기타,Ⅳ,0.0,8.6,37527.0,0.0,0.171,42.0,0,0,경상남도,진주시,대평,대평면 대평리 1796 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,3742,3742
120,0,0,120,94.6,0,0.0,94.6,94.6,0,0.0,94.6,86.9,3.5,64.3,8.1,97.4,4.1,25.607,12.937000000000001,3.505,2.254,52322,67,96.0,7.9,0.0,0.0,0.0,0.0,1270.0,염소 오존 기타,Ⅳ,0.0,14.0,60939.0,0.0,0.809,42.0,0,0,경상남도,진주시,세경,금곡면 두문리 1126-168 ,BNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,영천강,낙동강,3811,3811
110,0,0,110,103.2,0,0.0,103.2,103.2,0,0.0,103.2,167.2,10.7,102.0,12.3,259.0,9.3,36.058,13.609000000000002,4.541,1.9880000000000002,211404,4954,93.6,16.2,0.0,0.0,0.0,0.0,933.0,염소 자외선 오존 기타,Ⅳ,0.0,1.9,8346.0,0.0,0.102,42.0,0,0,경상남도,진주시,강주,정촌면 예하리 958-7 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,중선포천,낙동강,3811,3811
100,0,0,100,78.7,0,0.0,78.7,78.7,0,0.0,78.7,95.6,5.1,103.0,10.3,217.9,13.6,31.511999999999997,12.333,4.157,1.5719999999999998,42459,135,94.7,7.1,0.0,0.0,0.0,0.0,1046.0,염소 자외선 오존 기타,Ⅳ,0.0,8.9,38654.0,0.0,0.617,42.0,0,0,경상남도,진주시,내촌,대평면 내촌리 691 ,FNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,3683,3683
80,0,0,80,65.5,0,0.0,65.5,65.5,0,0.0,65.5,168.3,3.6,112.9,7.1,161.9,4.0,30.772,11.043,4.145,1.367,216470,96,97.9,10.8,0.0,0.0,0.0,0.0,4043.0,염소 자외선 오존 기타,Ⅳ,0.0,2.1,9356.0,0.0,0.18100000000000002,42.0,0,0,경상남도,진주시,승산,경상남도 진주시 지수면 청담리 690번지 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,1397,1371
65,0,0,65,51.6,0,0.0,51.6,51.6,0,0.0,51.6,165.1,3.3,122.1,6.9,261.4,4.3,27.570999999999998,9.742,3.804,1.183,70846,223,98.0,8.3,0.0,0.0,0.0,0.0,989.0,염소 자외선 오존 기타,Ⅳ,0.0,2.0,8691.0,0.0,0.213,42.0,0,0,경상남도,진주시,내인,미천면 안간리 57-9 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,오방천,낙동강,3811,3811
60,0,0,60,43.7,0,0.0,43.7,43.7,0,0.0,43.7,134.6,12.8,93.7,15.9,120.7,14.2,28.783,12.817,4.4319999999999995,1.421,124985,60180,90.5,5.3,0.0,0.0,0.0,0.0,1240.0,염소 자외선 오존 기타,Ⅳ,0.0,6.3,27668.0,0.0,0.795,42.0,0,0,경상남도,진주시,덕곡대곡면,대곡면 덕곡리 1176-1 ,BNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,대곡천,낙동강,3918,3918
60,0,0,60,45.6,0,0.0,45.6,52.8,0,0.0,52.8,111.9,3.4,62.5,6.4,234.2,3.7,23.631,7.867999999999999,3.5589999999999997,0.89,83603,72,97.0,4.9,0.0,0.0,0.0,0.0,1195.0,염소 자외선 오존 기타,Ⅳ,0.0,2.1,8987.0,0.0,0.214,42.0,0,0,경상남도,진주시,동방,문산읍 안전리 557-1 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,4102,4102
60,0,0,60,44.4,0,0.0,44.4,44.4,0,0.0,44.4,124.3,8.5,85.7,12.8,122.8,12.6,31.148000000000003,12.675999999999998,4.185,1.5130000000000001,92081,554,93.2,5.1,0.0,0.0,0.0,0.0,1623.0,염소 자외선 오존 기타,Ⅳ,0.0,19.9,87038.0,0.0,2.4619999999999997,42.0,0,0,경상남도,진주시,소곡,정촌면 소곡리 217-1 ,BioMat,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,중선포천,낙동강,3918,3918
60,0,0,60,48.0,0,0.0,48.0,48.0,0,0.0,48.0,97.6,3.3,66.5,6.6,87.0,4.2,24.003,9.255,3.239,0.887,83605,98,96.6,4.5,0.0,0.0,0.0,0.0,1826.0,염소 자외선 오존 기타,Ⅳ,0.0,12.9,56204.0,0.0,1.4709999999999999,42.0,0,0,경상남도,진주시,송정,지수면 압사리 200-2 ,BNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,3918,3918
60,0,0,60,44.4,0,0.0,44.4,44.4,0,0.0,44.4,98.1,6.9,77.9,7.1,115.7,4.0,30.037,10.417,3.713,1.128,62273,24,93.0,4.1,0.0,0.0,0.0,0.0,736.0,염소 자외선 오존 기타,Ⅳ,0.0,15.5,67598.0,0.0,1.982,42.0,0,0,경상남도,진주시,외율,명석면 외율리 116-4 ,YM접촉산화,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,3811,3811
60,0,0,60,45.5,0,0.0,45.5,45.5,0,0.0,45.5,92.8,4.1,73.3,10.0,96.1,6.4,29.403000000000002,14.602,4.02,1.3940000000000001,53723,84,95.6,4.0,0.0,0.0,0.0,0.0,271.0,염소 자외선 오존 기타,Ⅳ,0.0,9.7,42543.0,0.0,1.173,42.0,0,0,경상남도,진주시,청담,지수면 청담리 436-4 ,분리막,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,지수천,낙동강,4102,4102
60,0,0,60,45.2,0,0.0,45.2,45.2,0,0.0,45.2,83.5,10.2,68.1,12.2,89.9,10.3,27.089000000000002,10.13,3.675,1.143,43380,1263,87.8,3.3,0.0,0.0,0.0,0.0,573.0,염소 자외선 오존 기타,Ⅳ,0.0,9.6,41771.0,0.0,1.206,42.0,0,0,경상남도,진주시,팔미,명석면 외율리 587-13 ,Biobead,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,4102,4102
50,0,0,50,41.3,0,0.0,41.3,41.3,0,0.0,41.3,118.8,3.4,84.0,6.7,118.7,4.3,31.478,10.819,4.265,1.281,76619,237,97.1,4.8,0.0,0.0,0.0,0.0,525.0,염소 자외선 오존 기타,Ⅳ,0.0,1.9,8137.0,0.0,0.249,42.0,0,0,경상남도,진주시,관지,명석면 관지리 676-16 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,3811,3811
50,0,0,50,39.8,0,0.0,39.8,39.7,0,0.0,39.7,77.8,4.5,50.7,8.3,77.1,5.7,20.711,7.242000000000001,2.7239999999999998,0.8540000000000001,59999,906,94.2,2.9,0.0,0.0,0.0,0.0,323.0,염소 자외선 오존 기타,Ⅳ,0.0,6.6,29017.0,0.0,0.9179999999999999,42.0,0,0,경상남도,진주시,남산,일반성면 남산리 398-2 ,BNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,반성천,낙동강,4102,4102
50,0,0,50,40.3,0,0.0,40.3,40.3,0,0.0,40.3,146.0,3.7,106.6,6.5,156.2,4.5,28.487,11.662,3.9530000000000003,0.828,76921,50,97.5,5.7,0.0,0.0,0.0,0.0,255.0,염소 자외선 오존 기타,Ⅳ,0.0,0.3,1358.0,0.0,0.042,42.0,0,0,경상남도,진주시,대암,집현면 대암리 63-2 ,SNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,4102,4102
50,0,0,50,40.0,0,0.0,40.0,40.0,0,0.0,40.0,140.6,2.9,98.3,8.1,222.3,4.3,31.107,14.913,4.412,2.001,71098,127,97.9,5.5,0.0,0.0,0.0,0.0,722.0,염소 자외선 오존 기타,Ⅳ,0.0,12.7,55311.0,0.0,1.7409999999999999,42.0,0,0,경상남도,진주시,대천,수곡면 대천리 118-6 ,UMBR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,덕천강,낙동강,3811,3811
50,0,0,50,40.7,0,0.0,40.7,40.7,0,0.0,40.7,80.1,4.1,55.3,8.9,80.5,6.7,23.429000000000002,7.382999999999999,3.325,1.101,38157,77,94.9,3.1,0.0,0.0,0.0,0.0,577.0,염소 자외선 오존 기타,Ⅳ,0.0,9.3,40585.0,0.0,1.251,42.0,0,0,경상남도,진주시,삼계,내동면 삼계리 619-31 ,Biobead,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,가화천,낙동강,3741,3741
50,0,0,50,39.7,0,0.0,39.7,39.7,0,0.0,39.7,86.4,3.9,72.0,7.6,102.3,6.3,20.809,7.7379999999999995,2.877,0.7390000000000001,46870,193,95.5,3.3,0.0,0.0,0.0,0.0,248.0,염소 자외선 오존 기타,Ⅳ,0.0,7.6,32985.0,0.0,1.042,42.0,0,0,경상남도,진주시,상남,일반성면 남산리 463-2 ,FNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,반성천,낙동강,4102,4102
50,0,0,50,39.8,0,0.0,39.8,39.8,0,0.0,39.8,138.0,10.5,85.5,14.6,104.1,11.1,31.475,14.850999999999999,4.087,1.5830000000000002,245696,2226,92.4,5.1,0.0,0.0,0.0,0.0,257.0,염소 자외선 오존 기타,Ⅳ,0.0,7.9,34381.0,0.0,1.126,42.0,0,0,경상남도,진주시,신촌,문산읍 옥산리 209-5 ,BioMat,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,영천강,낙동강,4102,4102
50,0,0,50,41.0,0,0.0,41.0,41.0,0,0.0,41.0,99.8,4.3,73.0,7.0,95.2,4.3,27.136,13.040999999999999,3.4939999999999998,1.6769999999999998,111490,20,95.7,3.9,0.0,0.0,0.0,0.0,570.0,염소 자외선 오존 기타,Ⅳ,0.0,10.3,45078.0,0.0,1.432,42.0,0,0,경상남도,진주시,신풍,진주시 명석면 오미리 228-1 ,Biobead,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,3918,3918
50,0,0,50,40.7,0,0.0,40.7,40.7,0,0.0,40.7,120.2,10.0,74.3,12.1,98.7,9.0,31.183000000000003,12.081,4.063,1.821,164444,879,91.7,4.5,0.0,0.0,0.0,0.0,265.0,염소 자외선 오존 기타,Ⅳ,0.0,0.7,3170.0,0.0,0.102,42.0,0,0,경상남도,진주시,예상,정촌면 예상리 596-3 ,FNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,중선포천,낙동강,4102,4102
50,0,0,50,40.6,0,0.0,40.6,40.6,0,0.0,40.6,105.5,8.4,76.9,10.5,134.1,8.1,24.26,9.769,3.303,0.958,56589,1412,92.0,3.9,0.0,0.0,0.0,0.0,181.0,염소 자외선 오존 기타,Ⅳ,0.0,10.1,44061.0,0.0,1.419,42.0,0,0,경상남도,진주시,오방,미천면 오방리 787-2 ,BioMat,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,오방천,낙동강,4102,4102
50,0,0,50,39.8,0,0.0,39.8,39.8,0,0.0,39.8,94.8,7.4,62.5,10.5,84.9,8.3,27.018,11.552,3.44,1.145,45341,3214,92.2,3.5,0.0,0.0,0.0,0.0,3522.0,염소 자외선 오존 기타,Ⅳ,0.0,2.2,9547.0,0.0,0.312,42.0,0,0,경상남도,진주시,원내,수곡면 원내리 432-9 ,현수미생물접촉포기,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,덕천강,낙동강,3811,3811
50,0,0,50,40.5,0,0.0,40.5,40.5,0,0.0,40.5,118.2,3.3,81.5,7.9,103.9,4.4,34.986999999999995,16.27,4.927,1.939,47075,33,97.2,4.7,0.0,0.0,0.0,0.0,249.0,염소 자외선 오존 기타,Ⅳ,0.0,11.0,47829.0,0.0,1.538,42.0,0,0,경상남도,진주시,원외,수곡면 원외리 160-1 ,Dmpure BNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,덕천강,낙동강,3842,3842
50,0,0,50,40.0,0,0.0,40.0,40.0,0,0.0,40.0,154.7,3.5,134.5,7.2,194.9,4.7,34.153,12.808,4.855,1.49,97290,29,97.7,6.0,0.0,0.0,0.0,0.0,330.0,염소 자외선 오존 기타,Ⅳ,0.0,13.2,57528.0,0.0,1.8030000000000002,42.0,0,0,경상남도,진주시,평촌,집현면 덕오리 310-1 ,BNR,0,진성,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,남강,낙동강,4102,4102
48,0,0,48,29.3,0,0.0,29.3,29.3,0,0.0,29.3,80.9,2.8,54.5,6.1,80.2,3.5,28.076,8.493,2.858,1.2309999999999999,39150,24,96.5,2.3,0.0,0.0,0.0,0.0,517.0,염소 자외선 오존 기타,Ⅳ,0.0,1.2,5044.0,0.0,0.226,42.0,0,0,경상남도,진주시,사평,대평면 당촌리 1325-4 ,SNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,남강,낙동강,5338,5338
46,0,0,46,34.9,0,0.0,34.9,34.9,0,0.0,34.9,153.4,10.4,159.9,19.6,549.7,17.9,35.359,15.297,4.986000000000001,1.601,168050,17200,93.2,5.0,0.0,0.0,0.0,0.0,1133.0,염소 자외선 오존 기타,Ⅳ,0.0,5.4,23687.0,0.0,0.888,42.0,0,0,경상남도,진주시,덕의,금산면 장사리 1333-2 ,BioMat,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,남강,낙동강,3918,3918
45,0,0,45,33.5,0,0.0,33.5,33.5,0,0.0,33.5,80.2,4.5,65.3,7.0,100.0,5.7,30.065,8.929,2.895,1.075,51100,83,94.4,2.5,0.0,0.0,0.0,0.0,484.0,염소 자외선 오존 기타,Ⅳ,0.0,8.3,36213.0,0.0,1.415,42.0,0,0,경상남도,진주시,답천,일반성면 답천리 294-5 ,Biobead,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,반성천,낙동강,3939,3939
40,0,0,40,25.5,0,0.0,25.5,25.5,0,0.0,25.5,146.3,3.0,116.3,6.5,179.8,4.4,40.452,11.537,4.707,1.2790000000000001,213842,19,97.9,3.7,0.0,0.0,0.0,0.0,217.0,오존 기타,Ⅳ,0.0,6.6,28783.0,0.0,1.476,42.0,0,0,경상남도,진주시,사곡,수곡면 사곡리 659-4 ,분리막,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,덕천강,낙동강,3654,3654
30,0,0,30,22.4,0,0.0,22.4,22.4,0,0.0,22.4,139.0,2.7,88.3,7.0,120.6,3.2,39.424,9.839,4.7860000000000005,1.442,412917,70,98.1,3.1,0.0,0.0,0.0,0.0,0.0,염소 자외선 오존 기타,Ⅳ,0.0,0.1,604.0,0.0,0.035,42.0,0,0,경상남도,진주시,갈전,경상남도 진주시 금산면 갈전리 1645번지 ,SNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,남강,낙동강,3897,1472
30,0,0,30,21.6,0,0.0,21.6,21.6,0,0.0,21.6,106.0,3.1,97.2,7.0,202.7,3.1,35.515,13.841,3.8560000000000003,1.4809999999999999,37267,25,97.1,2.2,0.0,0.0,0.0,0.0,185.0,염소 자외선 오존 기타,Ⅳ,0.0,9.4,41217.0,0.0,2.501,42.0,0,0,경상남도,진주시,덕곡수곡면,수곡면 사곡리 290-1 ,분리막,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,덕천강,낙동강,3683,3683
30,0,0,30,21.6,0,0.0,21.6,21.6,0,0.0,21.6,116.3,2.7,89.6,6.1,164.1,3.2,31.913,10.004,3.572,0.941,49258,48,97.7,2.5,0.0,0.0,0.0,0.0,289.0,염소 자외선 오존 기타,Ⅳ,0.0,0.4,1658.0,0.0,0.10099999999999999,42.0,0,0,경상남도,진주시,도량,수곡면 원계리 96-3 ,SNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,덕천강,낙동강,4030,4030
30,0,0,30,23.7,0,0.0,23.7,23.7,0,0.0,23.7,157.2,3.0,96.5,7.2,97.7,5.3,34.691,7.372000000000001,3.8810000000000002,1.147,616000,989,98.1,3.7,0.0,0.0,0.0,0.0,217.0,염소 자외선 오존 기타,Ⅳ,0.0,0.1,613.0,0.0,0.034,42.0,0,0,경상남도,진주시,요산,수곡면 효자 472-10 ,SNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,덕천강,낙동강,4102,4102
30,0,0,30,23.8,0,0.0,23.8,23.8,0,0.0,23.8,58.7,3.3,41.5,5.3,68.8,2.6,27.285999999999998,8.317,2.2640000000000002,0.632,31332,18,94.4,1.3,0.0,0.0,0.0,0.0,327.0,염소 자외선 오존 기타,Ⅳ,0.0,8.2,35927.0,0.0,1.973,42.0,0,0,경상남도,진주시,원동,일반성면 남산리 232-8 ,분리막,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,반성천,낙동강,3940,3940
30,0,0,30,21.5,0,0.0,21.5,21.5,0,0.0,21.5,80.1,5.9,60.4,11.3,82.5,7.0,39.084,13.475,3.7539999999999996,1.6669999999999998,54764,387,92.6,1.6,0.0,0.0,0.0,0.0,354.0,염소 자외선 오존 기타,Ⅳ,0.0,5.0,21791.0,0.0,1.3259999999999998,42.0,0,0,경상남도,진주시,정자,금곡면 정자리 12 ,FNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,정자천,낙동강,3939,3939
25,0,0,25,20.1,0,0.0,20.1,20.1,0,0.0,20.1,132.6,7.9,87.4,6.7,122.5,3.7,40.119,8.16,4.268,0.865,255500,80,94.0,2.5,0.0,0.0,0.0,0.0,254.0,염소 자외선 오존 기타,Ⅳ,0.0,3.7,16172.0,0.0,1.052,42.0,0,0,경상남도,진주시,봉전,정촌면 관봉리 1382-2 ,BNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,중선포천,낙동강,4102,4102
10,0,0,10,7.7,0,0.0,7.7,7.7,0,0.0,7.7,62.4,2.1,39.2,6.3,62.5,4.4,24.581,6.521,2.522,0.614,34595,50,96.6,0.5,0.0,0.0,0.0,0.0,0.0,염소 자외선 오존 기타,Ⅳ,0.0,0.1,605.0,0.0,0.10300000000000001,42.0,0,0,경상남도,진주시,안뜰마을,경상남도 진주시 내동면 내평리 692 ,SNR,0,진성,민간(대행),낙동강남해,50톤 미만,남해동부,남강,낙동강,3744,3744
54000,0,0,54000,36083.8,0,0.0,36083.8,33692.8,0,0.0,33692.8,187.1,3.2,92.8,6.8,185.7,3.0,48.39,10.978,4.894,1.124,188156,80,98.3,6636.5,0.0,0.0,153.6,0.0,65485.0,자외선 ,Ⅳ,0.0,1934.6,8447819.0,0.0,0.315,0.0,0,0,경상남도,통영시,통영,경상남도 통영시 인평동 478-1 ,"DeNiPho,STEP혐기호기변법",0,0,자체,낙동강남해,500톤 이상(Ⅳ지역),남해동부,낙동강,낙동강,9696,9518
500,0,0,500,364.8,0,0.0,364.8,364.8,0,0.0,364.8,148.1,5.0,101.8,9.0,123.1,5.0,45.306000000000004,8.704,5.409,0.9309999999999999,73604,18,96.6,52.2,0.0,0.0,0.0,0.0,9290.0,자외선 ,Ⅳ,0.0,64.8,282937.0,0.0,0.9740000000000001,358.0,10,0,경상남도,통영시,산양,경상남도 통영시 산양읍 삼덕리 563 ,BSTS-II,0,0,민간(대행),낙동강남해,500톤 이상(Ⅳ지역),남해동부,산양천,낙동강,3702,3662
500,0,0,500,328.7,0,0.0,328.7,328.7,0,0.0,328.7,184.6,4.9,147.8,9.3,127.7,5.2,47.038999999999994,8.855,5.428,0.9279999999999999,45891,21,97.3,59.0,0.0,0.0,0.0,0.0,9378.0,자외선 ,Ⅳ,0.0,58.4,255172.0,0.0,0.9740000000000001,877.0,0,0,경상남도,통영시,욕지,경상남도 통영시 욕지면 동항리 425-1 ,BSTS-II,0,산양,민간(대행),낙동강남해,500톤 이상(Ⅳ지역),남해동부,낙동강,낙동강,3380,3278
490,0,0,490,38.0,0,0.0,38.0,38.0,0,0.0,38.0,146.1,5.0,126.6,15.2,132.7,6.3,43.701,10.038,4.569,1.121,54538,76,96.6,5.4,0.0,0.0,0.0,0.0,2994.0,염소 자외선 오존 기타,Ⅳ,0.0,0.0,0.0,0.0,0.0,0.0,0,0,경상남도,통영시,법송,경상남도 통영시 도산면 법송리 1372 ,MA2O,0,0,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,낙동강,낙동강,588,588
300,0,0,300,178.7,0,0.0,178.7,178.7,0,0.0,178.7,145.5,5.3,100.0,9.9,123.8,5.3,44.023999999999994,9.036,5.255,0.955,45731,24,96.4,25.1,0.0,0.0,0.0,0.0,1580.0,염소 자외선 오존 기타,Ⅳ,0.0,0.0,0.0,0.0,0.0,0.0,0,0,경상남도,통영시,견유,통영시 용남면 장평리411-4번지 ,A2EBC,0,산양,민간(대행),낙동강남해,500톤 미만 50톤 이상,남해동부,낙동강,낙동강,4609,4609
